doi,title,year,venue,is_oa,pdf_url,download_status
10.21608/jaauth.2013.151302,Target marketing strategies as a technique to overcome the tourism crisis in Egypt,2013,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_151302_23834dbb4c6716df96b1e66644b51bb0.pdf,skip:blocked_host
10.21608/jaauth.2020.30581.1010,Macroeconomic Determinants of Tourism Private Investment in Egypt: An ARDL Model,2020,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_95393_385b924845cb0587bc96ebf13e287115.pdf,skip:blocked_host
10.21608/jaauth.2014.57118,Investigating the effectiveness of the performance appraisal process in the Egyptian tourism companies,2014,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_57118_e1e3105c7b6980a2999e9a6955ce33e5.pdf,skip:blocked_host
10.21608/jaauth.2016.48021,Puppet Shows: Inspiring Nationalism and Raising Tourism Awareness for Egyptian Children,2016,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_48021_5e6780b92d65303e62cc35a3fe0976f7.pdf,skip:blocked_host
10.21608/jaauth.2024.321771.1610,Sirens”,2024,Journal of Association of Arab Universities for Tourism and Hospitality,True,,pending
10.21608/jaauth.2019.92267,The Role of Virtual reality in promoting tourism movement to Egypt,2019,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_92267_c43be4a3d9b05fca17dd9711303a5825.pdf,skip:blocked_host
10.21608/jaauth.2025.361507.1667,Argos,2025,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_417732_e5780ac361ca84dd35e5fad1bca1fd90.pdf,skip:blocked_host
10.21608/jaauth.2021.98342.1247,Beni Suef- Pearl of Upper Egypt- and its Role in Sustainable Tourism Development,2021,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_198749_10b6f74946a34978b4be9b4d9cd5c784.pdf,skip:blocked_host
10.21608/jaauth.2021.96475.1242,Tourism Value Chain in Egyptian National Economy: Input-Output Analysis,2021,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_198742_1134f041c8a6b363681efdb87cea1dd3.pdf,skip:blocked_host
10.21608/jaauth.2007.68354,The Impact of International and Domestic Variables on Tourism Industry : Present and Future,2007,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_68354_308708bc8eda2ec594eab62b1c5fc9cc.pdf,skip:blocked_host
10.21608/jaauth.2019.91944,Exchange Rate Volatility and Tourism Stock Prices: Evidence from Egypt,2019,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_91944_ade345d91abdff663561a1449c69d583.pdf,skip:blocked_host
10.21608/jaauth.2014.54044,Students’ Perceptions and Attitudes toward Working in the Tourism Industry in Egypt,2014,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_54044_48844a6c69b87ad31da261cfe1cc17ff.pdf,skip:blocked_host
10.21608/jaauth.2016.49885,The Role of Social Media in Travel and Tourism Decision in Africa,2016,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_49885_f25af5b236fd399a534e9b068ba4136e.pdf,skip:blocked_host
10.21608/jaauth.2014.57196,Decision Making Mechanisms for Crisis Management in Tourism Companies (Analytical Study),2014,Journal of Association of Arab Universities for Tourism and Hospitality,False,,pending
10.21608/jaauth.2009.68522,A Proposed Program for Developing the Culture of Tourism for Alexandria University Students,2009,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_68522_86abcd0ab06354268a072d494eee8cdb.pdf,skip:blocked_host
10.21608/jaauth.2020.32466.1032,Food tourism and its impact on attracting customers to the Egyptian hospitality sector,2020,Journal of Association of Arab Universities for Tourism and Hospitality,True,,pending
10.21608/jaauth.2026.448585.1735,Gamification to Enhance Tourists’ Planning and Decision-Making in Egypt’s Diverse Tourism Sectors,2026,Journal of Association of Arab Universities for Tourism and Hospitality,True,,pending
10.21608/jaauth.2021.56728.1114,Using Rumours and Dark Stories to Promote Tourism: Applied to Egyptian dark tourism sites,2021,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_148192_c0c9df3964e58f87a11f247fe5256219.pdf,skip:blocked_host
10.21608/jaauth.2021.66848.1150,Promoting Accessible Tourism in Egypt through IoT Technology,2021,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_165230_7f387b5b6a6fff1c23ad272fcf57e5fd.pdf,skip:blocked_host
10.21608/jaauth.2023.235547.1499,Exploring the Effectiveness of Using Digital Tourism Platforms in Egyptian Tourist Destination,2023,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_323308_ab4be4978f090069a72a7f981a974236.pdf,skip:blocked_host
10.21608/jaauth.2016.48009,Studying the Priorities of Promoting Arabic Tourism to Egypt in Peak and Recession Tourism Periods: (Saudi Tourist Case Study),2016,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_48009_ba9ccada2c16d8b91b14be95351c6964.pdf,skip:blocked_host
10.21608/jaauth.2014.54037,Punishments in Ottoman Society,2014,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_54037_29e5acdc007bf0914d84ba721883602a.pdf,skip:blocked_host
10.21608/jaauth.2024.307827.1595,Identifying Entrepreneurial Barriers Facing Female Tourism Students: Focusing on Social Barriers Effects,2024,Journal of Association of Arab Universities for Tourism and Hospitality,True,,pending
10.21608/jaauth.2020.31496.1023,God Khenty irty,2020,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_94947_963aa363fc06cb39f46245499e57ecaf.pdf,skip:blocked_host
10.21608/jaauth.2007.68513,The Goodess Iwnj.t,2007,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_68513_aff40d221ae32e524048b9a13d3b8075.pdf,skip:blocked_host
10.21608/jaauth.2019.57497,The Climate changes and its impact on tourism activity Applied to Sharm El Sheikh,2019,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_57497_4efca6ed58ae4f3e950c0babef0bfbee.pdf,skip:blocked_host
10.21608/jaauth.2018.54012,Integrating Sustainability into Education: At Egyptian Tourism and Hotel Faculties,2018,Journal of Association of Arab Universities for Tourism and Hospitality,True,https://jaauth.journals.ekb.eg/article_54012_7e7c2b67593ae816a5d64c7284fde181.pdf,skip:blocked_host
10.21608/jaauth.2021.102983.1257,goddess Serket in ancient Egyptian religion,2022,Journal of Association of Arab Universities for Tourism and Hospitality,True,,pending
10.2307/jj.22679715.16,Tourism and Social-Cultural Change in China,2023,The Rise of Tourism in China,False,,pending
10.4172/2167-0269.1000205,"Assessment of Cultural Tourism Experience in Selected Attraction in Nanyang, Henan Province in China",2016,Journal of Tourism &amp; Hospitality,True,,pending
10.21832/9781845418915-014,10 Tourism and Social-Cultural Change in China,2023,The Rise of Tourism in China,False,,pending
10.1080/14766825.2016.1193260,China tourism: cross-cultural studies,2016,Journal of Tourism and Cultural Change,False,,pending
10.4324/9780203886366-20,"Tourism Development and Cultural Interpretation in Ganzi, China",2009,Tourism in China,False,,pending
10.2307/jj.22679678.8,ICH Protection and ICH Tourism in China,2023,Intangible Cultural Heritage and Tourism in China,False,,pending
10.1080/14766825.2022.2068373,Intangible cultural heritage listing and tourism growth in China,2022,Journal of Tourism and Cultural Change,False,,pending
10.1080/19388160.2025.2568508,Enhancing Cultural Intelligence of Tourists Through Immersive Cultural Consumption Experiences in Cultural Heritage Tourism: Using a Mixed-Methods Approach Combining PLS-SEM and BERTopic Modeling,2025,Journal of China Tourism Research,False,,pending
10.1080/14766825.2018.1427102,"Understanding the changing Intangible Cultural Heritage in tourism commodification: the music players’ perspective from Lijiang, China",2018,Journal of Tourism and Cultural Change,False,,pending
10.1080/19388160.2026.2612978,How Do Cultural Institutes Influence Inbound Tourism Flows? Evidence from China Considering Cultural Distance,2026,Journal of China Tourism Research,False,,pending
10.4324/9781003231783-4,The cultural roots of Red Tourism,2022,Red Tourism in China,False,,pending
10.2307/jj.22679715.9,Tourism Impacts in China after Two Decades of Development,2023,The Rise of Tourism in China,False,,pending
10.21832/9781845418915-015,Conclusion: Applying Ethnography to China Tourism Research,2023,The Rise of Tourism in China,False,,pending
10.1038/s40494-025-01664-4,Exploring plastering techniques in ancient Chinese royal architecture at Huilong temple using multi-analytical methods,2025,npj Heritage Science,True,https://www.nature.com/articles/s40494-025-01664-4.pdf,ok
10.31979/etd.s6vx-kvrm,"Tourism in Deqin, China",,,False,,pending
10.1080/14766820902849971,"Minorities and tourism: community perspectives from Yunnan, China",2009,Journal of Tourism and Cultural Change,False,,pending
10.2307/jj.22679678.9,ICH and Tourism in Lijiang,2023,Intangible Cultural Heritage and Tourism in China,False,,pending
10.21832/su8632,Intangible Cultural Heritage and Tourism in China,2023,,False,,pending
10.21832/9781845418915-006,2 Orientalism Revisited: Ethnic Tourism of China versus Canada,2023,The Rise of Tourism in China,False,,pending
10.1080/19388160.2014.951752,A Cultural Perspective of Health and Wellness Tourism in China,2014,Journal of China Tourism Research,False,,pending
10.2307/jj.22679678.10,Typical ICH Tourism Programmes in Lijiang,2023,Intangible Cultural Heritage and Tourism in China,False,,pending
10.1080/14766825.2026.2683645,"Tourism alienation in an accelerated society: a case study of China
                    <u>’</u>
                    s ‘special forces style tourism’",2026,Journal of Tourism and Cultural Change,False,,pending
10.1080/14766825.2024.2411224,OACTD: an ontology-embedded model for heritage tourism reviews to assign cultural tourism data,2024,Journal of Tourism and Cultural Change,False,,pending
10.1080/14766825.2017.1298607,China’s first Tourism Law: representations of stakeholders’ responses,2017,Journal of Tourism and Cultural Change,False,,pending
10.2307/jj.22679715.11,Red Tourism and China’s Communist Identity,2023,The Rise of Tourism in China,False,,pending
10.2307/jj.22679678.14,The Sustainable Development of ICH Tourism,2023,Intangible Cultural Heritage and Tourism in China,False,,pending
10.21832/9781845418915-007,3 Tourism Impacts in China after Two Decades of Development,2023,The Rise of Tourism in China,False,,pending
10.21832/9781845418649-006,3 ICH Protection and ICH Tourism in China,2023,Intangible Cultural Heritage and Tourism in China,False,,pending
10.1007/978-3-031-63459-8_10,"Thinking About Ethnic Minority’s Rural Festival Cultural Tourism: A Case of Guangxi, China",2024,Cultural Tourism in the Asia Pacific,False,,pending
10.2307/jj.22679715.10,Community Tourism and China’s Dilemma of Modernisation,2023,The Rise of Tourism in China,False,,pending
10.1017/cbo9780511804663.006,"Struggling for mobility: migration, tourism, and cultural authority in contemporary China",2009,Cultural Mobility,False,,pending
10.2307/jj.22679715.15,"Linguistic Landscape, Tourism and an Island Place Making",2023,The Rise of Tourism in China,False,,pending
10.1080/14766825.2015.1113981,Tourist experience of nature in contemporary China: a cultural divergence approach,2015,Journal of Tourism and Cultural Change,False,,pending
10.23977/tmte.2023.060507,Development and design of cultural tourism products integrating China historical sites,2023,Tourism Management and Technology Economy,True,http://www.clausiuspress.com/assets/default/article/2023/09/23/article_1695455035.pdf,ok
10.1080/14766825.2020.1722141,Heritage tourism stakeholder conflict: a case of a World Heritage Site in China,2020,Journal of Tourism and Cultural Change,False,,pending
10.1016/j.annals.2008.09.004,"CULTURAL TOURISM, CEREMONY AND THE STATE IN CHINA",2008,Annals of Tourism Research,False,,pending
10.1080/14766825.2010.493939,Red tourism: sustaining communist identity in a rapidly changing China,2010,Journal of Tourism and Cultural Change,False,,pending
10.46793/casb25.237g,SEASIDE VACATION TOURISM AND CULTURAL INNOVATION: INSPIRATION OF CHINA’S ARANYA HOTEL TO SERBIA’S TOURISM INDUSTRY,2025,Book of proceedings,False,,pending
10.1080/14766825.2020.1797061,From livestock to families: taking pets to tourism activities in China,2020,Journal of Tourism and Cultural Change,False,,pending
10.1080/14766825.2015.1011162,"Confrontations and concessions: an everyday politics of tourism in three ethnic minority villages, Guizhou Province, China",2015,Journal of Tourism and Cultural Change,False,,pending
10.1515/9780295800349-005,3. Tourism in Contemporary China,2011,Mobility and Cultural Authority in Contemporary China,False,,pending
10.1016/j.jhtm.2020.04.011,Cultural worldview and cultural experience in natural tourism sites,2020,Journal of Hospitality and Tourism Management,False,,pending
10.1080/14766825.2019.1600867,"Does tourism erode or prosper culture? Evidence from the Tibetan ethnic area of Sichuan Province, China",2019,Journal of Tourism and Cultural Change,False,,pending
10.1080/14766825.2021.1957905,"Rural tourism development perceived by involved local farmers: evidences from
                    <i>Gaochun</i>
                    County of China",2021,Journal of Tourism and Cultural Change,False,,pending
10.1080/14616688.2014.948044,"Cultural impact of modernization and tourism on Dai villages in Xishuangbanna, China",2014,Tourism Geographies,False,,pending
10.4324/9780203886366-21,"The Evolution of Cultural Tourism: The Example of Qufu, the Birthplace of Confucius",2009,Tourism in China,False,,pending
10.2167/jht021.0,A Railway ‘Route’ as a Linear Heritage Attraction: The Hijaz Railway in the Kingdom of Saudi Arabia,2008,Journal of Heritage Tourism,False,,pending
10.1080/1743873x.2019.1594836,Management issues and challenges of UNESCO World Heritage Sites in Saudi Arabia,2019,Journal of Heritage Tourism,False,,pending
10.17645/up.v7i4.5777,Sustainable Heritage Preservation to Improve the Tourism Offer in Saudi Arabia,2022,Urban Planning,True,https://www.cogitatiopress.com/urbanplanning/article/download/5777/5777,fail:notpdf0
10.1080/1743873x.2022.2078214,"Tourism development at the Al-Hijr Archaeological Site, Saudi Arabia: SME sentiments and emerging concerns",2022,Journal of Heritage Tourism,False,,pending
10.3390/heritage7030055,Heritage Tourism Resilience and Sustainable Performance Post COVID-19: Evidence from Hotels Sector,2024,Heritage,True,https://www.mdpi.com/2571-9408/7/3/55/pdf?version=1708603452,skip:blocked_host
10.1163/2213-2996_flg_com_162169,Saudi Arabia - Tourism,,Foreign Law Guide,False,,pending
10.3390/su15097172,"Sustainability of Heritage Villages through Eco-Tourism Investment (Case Study: Al-Khabra Village, Saudi Arabia)",2023,Sustainability,True,https://www.mdpi.com/2071-1050/15/9/7172/pdf?version=1682481626,skip:blocked_host
10.47556/j.wjemsd.18.4.2022.3,"Heritage-based Entertainment: Empirical Evidence from Diriyah, Saudi Arabia",2022,"World Journal of Entrepreneurship, Management and Sustainable Development",False,,pending
10.1007/s10708-025-11423-4,"Exploring AlUla, Saudi Arabia: a journey through history, heritage, resources, and tourism",2025,GeoJournal,False,,pending
10.3390/heritage7040104,"Tourism Development through the Sense of UNESCO World Heritage: The Case of Hegra, Saudi Arabia",2024,Heritage,True,https://www.mdpi.com/2571-9408/7/4/104/pdf?version=1713796382,skip:blocked_host
10.24922/eot.v11i1.113667,Empowering the Voice of Heritage: The Evolution and Impact of Tourist Guiding in Saudi Arabia,2024,E-Journal of Tourism,True,https://ojs.unud.ac.id/index.php/eot/article/download/113667/55278,fail:curl28
10.21608/ijhth.2023.314804,The Administrative and Ethical Practices of Managers and Their Impact on the Performance of Employees at Universities in the Kingdom of Saudi Arabia,2023,"International Journal of Heritage, Tourism and Hospitality",True,https://ijhth.journals.ekb.eg/article_314804_c3682417658d486436bf3e09e5e82904.pdf,skip:blocked_host
10.18111/9789284406333,Outbound Tourism from Saudi Arabia (English version),2003,,False,,pending
10.2495/iha200121,"TOURISM-BASED APPROACH TO CONSERVING THE BUILT HERITAGE SITES IN THE HOLY CITY OF MAKKAH, SAUDI ARABIA",2020,WIT Transactions on The Built Environment,True,http://www.witpress.com/Secure/elibrary/papers/IHA20/IHA20012FU1.pdf,ok
10.4172/2324-8807.1000177,Sustainable Tourism in Saudi Arabia: Factors Affecting Tourism Awareness of Saudi Citizens,2017,Journal of Tourism Research &amp; Hospitality,False,,pending
10.4337/9781802207897.saudi.arabia.ich,Saudi Arabia: Intangible Heritage,2026,Elgar Encyclopedia of Art and Cultural Heritage Law,False,,pending
10.3390/heritage8010004,Fostering National Identity Through Sustainable Heritage Conservation: Ushaiger Village as a Model for Saudi Arabia,2024,Heritage,True,https://www.mdpi.com/2571-9408/8/1/4/pdf?version=1735049820,skip:blocked_host
10.2307/j.ctv21hrhz3.16,Songstresses of Saudi Arabia,2021,Music in Arabia,False,,pending
10.1007/978-3-319-01669-6_913-1,Saudi Arabia Tourism,2023,Encyclopedia of Tourism,False,,pending
10.25148/etd.fidc009814,Tourist Responses to Tourism Experiences in Saudi Arabia,,,True,https://digitalcommons.fiu.edu/cgi/viewcontent.cgi?article=5914&context=etd,fail:rescue
10.30892/gtg.62437-1603,WHERE SUSTAINABILITY MEETS INTELLIGENCE: SMART DESTINATIONS IN THE TOURIST EXPERIENCE EQUATION,2025,Geojournal of Tourism and Geosites,True,https://doi.org/10.30892/gtg.62437-1603,ok
10.18111/9789284407217,Outbound Tourism from Saudi Arabia - Market Profile (Arabic version),2004,,False,,pending
10.4337/9781802207897.saudi.arabia.mov,Saudi Arabia: Cultural Objects / Movable Heritage,2026,Elgar Encyclopedia of Art and Cultural Heritage Law,False,,pending
10.1007/978-3-319-01669-6_534-1,"Saudi Arabia, tourism",2015,Encyclopedia of Tourism,False,,pending
10.52133/ijrsp.v6.71.6,Enhancing Risk Management in Events by Providing AI-Risk Assessment Framework,2025,International Journal of Research and Studies Publishing,True,https://doi.org/10.52133/ijrsp.v6.71.6,ok
10.37868/hsd.v8i1.1748,"The role of metaverse marketing in enhancing tourism sustainability through immersive experience quality: An empirical study in AlUla, Saudi Arabia",2026,Heritage and Sustainable Development,True,https://www.hsd.ardascience.com/index.php/journal/article/download/1748/272,fail:notpdf24
10.4135/9781483368924.n394,Saudi Arabia,2017,The SAGE International Encyclopedia of Travel and Tourism,False,,pending
10.4337/9781802207897.saudi.arabia.imm,Saudi Arabia: Monuments and Sites / Immovable Heritage,2026,Elgar Encyclopedia of Art and Cultural Heritage Law,False,,pending
10.21275/sr23316010209,Architectural Heritage Management at Local Level in the Kingdom of Saudi Arabia,2023,International Journal of Science and Research (IJSR),True,http://dx.doi.org/10.21275/sr23316010209,ok
10.30892/gtg.62407-1573,EMPOWERING VOICES: CONFRONTING THE GLASS CEILING FOR EGYPTIAN WOMEN IN THE TOURISM AND HERITAGE SECTOR,2025,Geojournal of Tourism and Geosites,True,https://doi.org/10.30892/gtg.62407-1573,ok
10.4324/9780080457321-32,Developing Tourism Safety and Security in the Kingdom of Saudi Arabia,2006,Tourism in Turbulent Times,False,,pending
10.20944/preprints202403.1024.v1,"Withdrawn: Tourism Development through the Sense of UNESCO World Heritage: The Case of Hegra, Saudi Arabia",2024,,True,https://www.preprints.org/manuscript/202403.1024/v1/download,skip:blocked_host
10.4135/9781483368924.n382,"Riyadh, Saudi Arabia",2017,The SAGE International Encyclopedia of Travel and Tourism,False,,pending
10.30892/gtg.58125-1410,"BEYOND THE IMAGE: INTERPLAY OF VALUE, INTIMACY, AND LOYALTY IN SHAPING DESTINATION SATISFACTION: INSIGHTS FROM EGYPT AND SAUDI ARABIA",2025,GeoJournal of Tourism and Geosites,True,https://doi.org/10.30892/gtg.58125-1410,ok
10.52783/pst.2577,Designing Arab Hospitality Products Inspired by the ‎Heritage of the Kingdom of Saudi Arabia to Enrich its ‎Internal and External Tourism Sector,2025,Power System Technology,True,https://powertechjournal.com/index.php/journal/article/download/2577/1842,ok
10.4135/9781483368924.n300,"Mecca, Saudi Arabia",2017,The SAGE International Encyclopedia of Travel and Tourism,False,,pending
10.18089/tms.2022.180302,Effect of internal corporate social responsibility activities on tourism and hospitality employees’ normative commitment during COVID-19,2022,Tourism &amp; Management Studies,True,https://www.tmstudies.net/index.php/ectms/article/download/1601/pdf_392,fail:notpdf22
10.1007/978-3-031-86745-3_6,Heritage Conservation and Tourism Development in Saudi Arabia: The Case of Historic Jeddah,2025,"Advances in Science, Technology &amp; Innovation",False,,pending
10.3390/heritage5040183,Sustainable Reuse of Dark Archaeological Heritage Sites to Promote Ghost Tourism in Egypt: The Case of the Baron Palace,2022,Heritage,True,https://www.mdpi.com/2571-9408/5/4/183/pdf?version=1668699004,skip:blocked_host
10.4135/9781483368924.n151,"Eastern Province, Saudi Arabia",2017,The SAGE International Encyclopedia of Travel and Tourism,False,,pending
10.21608/idj.2021.204945,"Heritage furniture in southern Saudi Arabia as an investment pattern for heritage sites and an approach for preservation via documentation and analysis, Case study: Najran, Saudi Arabia",2021,International Design Journal,True,https://idj.journals.ekb.eg/article_204945_21a5b2cd4e0ac21f449c5556a79e562f.pdf,fail:curl28
10.4337/9781802207897.saudi.arabia.int,Saudi Arabia: Introduction,2026,Elgar Encyclopedia of Art and Cultural Heritage Law,False,,pending
10.30892/gtg.634spl28-1643,THE TRANSFORMATIVE ROLE OF PLACE ATTACHMENT IN CONVERTING SUSTAINABILITY PERCEPTIONS INTO ACTIVE TOURIST ADVOCACY,2025,Geojournal of Tourism and Geosites,True,https://doi.org/10.30892/gtg.634spl28-1643,ok
10.1079/9781780646084.0507,Development of cruise tourism in Saudi Arabia.,2017,Cruise ship tourism,False,,pending
10.21833/ijaas.2021.04.001,Tourism attraction sites: Boasting the booming tourism of Saudi Arabia,2021,International Journal of ADVANCED AND APPLIED SCIENCES,True,http://science-gate.com/IJAAS/Articles/2021/2021-8-4/1021833ijaas202104001.pdf,ok
10.3390/heritage7060126,Community Attachment to AlUla Heritage Site and Tourists’ Green Consumption: The Role of Support for Green Tourism Development,2024,Heritage,True,https://www.mdpi.com/2571-9408/7/6/126/pdf?version=1716474276,skip:blocked_host
10.20935/al1298,Tourism as a geopolitical weapon: case from Saudi Arabia,2021,Academia Letters,False,,pending
10.52133/ijrsp.v5.56.9,Job Satisfaction and Employees’ Turnover Intentions (An Empirical Study of Universities in Saudi Arabia),2024,International Journal of Research and Studies Publishing,True,https://doi.org/10.52133/ijrsp.v5.56.9,ok
10.1093/oso/9780198863878.003.0010,The New Industries,2024,The Economy of Saudi Arabia in the 21st Century,False,,pending
10.4337/9781802207897.saudi.arabia.ip,Saudi Arabia: Intellectual Property,2026,Elgar Encyclopedia of Art and Cultural Heritage Law,False,,pending
10.14264/d576bcd,Developing Active Sport Tourism in Emerging Destinations: The Supply-Side Community-Based Approach to Rock Climbing Tourism Development in Saudi Arabia,,,False,,pending
10.1016/0160-7383(92)90133-a,Tourism in Saudi Arabia,1992,Annals of Tourism Research,False,,pending
10.3390/su141710718,"The Heritage Jewel of Saudi Arabia: A Descriptive Analysis of the Heritage Management and Development Activities in the At-Turaif District in Ad-Dir’iyah, a World Heritage Site (WHS)",2022,Sustainability,True,https://www.mdpi.com/2071-1050/14/17/10718/pdf?version=1661839880,skip:blocked_host
10.37868/hsd.v3i1.47,Awareness of glaucoma in the western region of Saudi Arabia,2020,Heritage and Sustainable Development,True,http://hsd.ardascience.com/index.php/journal/article/download/47/43,ok
10.52132/ajrsp.e.2023.52.2,The Quality of Crowd Management and Its Impact on the Experience of Event Visitors in Riyadh Season,2023,Academic Journal of Research and Scientific Publishing,True,https://doi.org/10.52132/ajrsp.e.2023.52.2,ok
10.53469/jpce.2024.06(03).02,Management of Local Architectural Heritage in the Kingdom of Saudi Arabia,2024,Journal of Social Science and Humanities,True,http://dx.doi.org/10.53469/jpce.2024.06(03).02,fail:curl52
10.65073/1658-9343.1147,Handicrafts and Heritage Sustainability as an Approach to Supporting the Tourism Economy According to Women’s Empowerment Initiatives in the Kingdom of Saudi Arabia,2026,UB Journal for Humanities,False,,pending
10.2307/jj.22730609.6,Developing Event Tourism in Saudi Arabia:,2017,Tourism in the Arab World,False,,pending
10.1002/sd.70756,"Hard, Green, and Heritage Infrastructure and Regional Tourism Spending in Saudi Arabia: Insights for Vision 2030 and
                    <scp>SDG</scp>
                    11",2026,Sustainable Development,False,,pending
10.3390/tourhosp7010018,Investigating the Impact of E-Tipping Motives on Brand Favorability: Evidence from Restaurants in Saudi Arabia,2026,Tourism and Hospitality,True,https://www.mdpi.com/2673-5768/7/1/18/pdf?version=1767869193,skip:blocked_host
10.21511/ppm.16(1).2018.39,Travel and tourism: growth potentials and contribution to the GDP of Saudi Arabia,2018,Problems and Perspectives in Management,True,https://businessperspectives.org/images/pdf/applications/publishing/templates/article/assets/10180/PPM_2018_01_Ali.pdf,ok
10.1109/digitalheritage.2015.7419468,Building information modelling for historical building Historic Jeddah - Saudi Arabia,2015,2015 Digital Heritage,True,https://discovery.ucl.ac.uk/10072740/1/07419468.pdf,ok
10.5367/000000004323142443,International Tourism in the Middle East; And Outbound Tourism from Saudi Arabia,2004,Tourism Economics,False,,pending
10.52132/ajrsp.e.2024.57.4,Analysis of Personal and Cultural Beliefs Related to Organ Donation in Saudi Arabia,2024,Academic Journal of Research and Scientific Publishing,True,https://doi.org/10.52132/ajrsp.e.2024.57.4,ok
10.20944/preprints202501.1464.v1,Tourism Development and Management in Saudi Arabia: Strategic Approaches under Vision 2030,2025,,True,https://www.preprints.org/frontend/manuscript/3958da4fe96b7b6f3d45656f6e4ec06c/download_pub,skip:blocked_host
10.1080/21534764.2024.2421818,"Analyzing Recent Tourism Developments in the GCC, with Special Reference to Saudi Arabia and Oman",2024,Journal of Arabian Studies,True,https://www.tandfonline.com/doi/pdf/10.1080/21534764.2024.2421818?download=true,fail:rescue
10.4172/2167-0269.s5-001,"Domestic Tourism Development in Asir Region, Saudi Arabia",2013,Journal of Tourism &amp; Hospitality,True,,pending
10.52133/ijrsp.v5.56.3,Impact of Applying Total Quality Management on Medical Services Quality (An Empirical Study on Saudi Arabia Hospitals),2024,International Journal of Research and Studies Publishing,True,http://dx.doi.org/10.52133/ijrsp.v5.56.3,ok
10.1515/9781503612587-009,4. Heritage as War,2020,Archive Wars,False,,pending
10.30892/gtg.27417-436,THE ROLE OF RELIGIOUS TOURISM IN SUSTAINABLE DEVELOPMENT IN SAUDI ARABIA: EVIDENCE FROM QUANTILE NON-CAUSALITY TEST,2019,GeoJournal of Tourism and Geosites,True,https://doi.org/10.30892/gtg.27417-436,ok
10.1201/b15685-35,Conservation of architectural heritage in Saudi Arabia,2013,Vernacular Heritage and Earthen Architecture,False,,pending
10.1016/j.ara.2017.02.001,"The Neolithic site of Jebel Oraf 2, northern Saudi Arabia: First report of a directly dated site with faunal remains",2017,Archaeological Research in Asia,True,https://www.sciencedirect.com/science/article/pii/S2352226716301027,skip:blocked_host
10.2307/jj.29308490.14,From Hajj to Hedonism?,2006,Tourism in the Middle East,False,,pending
10.1108/s2042-1443(2010)0000002010,Chapter 7 Tourism in Saudi Arabia,2010,Bridging Tourism Theory and Practice,False,,pending
10.14264/5335d51,Women’s empowerment: Exploring the challenges and opportunities for Saudi women working within the Tourism and Entertainment Ministries in the Kingdom of Saudi Arabia (KSA),,,False,,pending
10.30892/gtg.50428-1146,INFLUENCES OF FINANCIAL COMPENSATIONS AND ROLE STRESS ON TOURISM EMPLOYEES’ JOB SATISFACTION: EVIDENCES FROM SAUDI ARABIA,2023,GeoJournal of Tourism and Geosites,True,https://doi.org/10.30892/gtg.50428-1146,ok
10.18488/31.v12i2.4595,Hybrid tourism and territorial development: The case of voluntourism and alternative tourism in Saudi Arabia,2025,Journal of Tourism Management Research,True,https://archive.conscientiabeam.com/index.php/31/article/download/4595/8895,ok
10.58338/ctok7991,Documentary heritage needs in the Kingdom of Saudi Arabia,2026,,True,,pending
10.30892/gtg.55330-1302,DIGITAL INFORMATION’S INFLUENCE ON FORMING TOURISM EVENT IMPRESSIONS: THE INTERPLAY OF GENDER AND TOURISM TYPES,2024,GeoJournal of Tourism and Geosites,True,https://doi.org/10.30892/gtg.55330-1302,ok
