source,target,type
卡塔尔,10.1080/21568316.2014.947439,country_paper
卡塔尔,10.1080/21568316.2014.884978,country_paper
卡塔尔,10.1007/978-3-319-01669-6_533-1,country_paper
卡塔尔,10.1007/978-3-319-01669-6_533-2,country_paper
卡塔尔,10.1007/978-3-319-01669-6_533-3,country_paper
卡塔尔,10.4135/9781483368924.n366,country_paper
卡塔尔,10.1177/13548166211070742,country_paper
卡塔尔,10.5339/qfarf.2013.sshp-030,country_paper
卡塔尔,10.4135/9781483368924.n142,country_paper
卡塔尔,10.1016/j.tmp.2016.10.002,country_paper
卡塔尔,10.21474/ijar01/14180,country_paper
卡塔尔,10.5339/qfarc.2014.sspp0775,country_paper
卡塔尔,10.1186/s12889-025-24971-8,country_paper
卡塔尔,10.21474/ijar01/14009,country_paper
突尼斯,10.1016/j.tourman.2018.09.002,country_paper
卡塔尔,10.1080/14775085.2021.2017327,country_paper
卡塔尔,10.1186/s12909-024-06527-3,country_paper
卡塔尔,10.1007/978-3-030-74923-1_533,country_paper
卡塔尔,10.1007/978-3-319-01384-8_533,country_paper
卡塔尔,10.58329/criss.v2i1.18,country_paper
卡塔尔,10.52768/2993-1142/1083,country_paper
卡塔尔,10.1515/9781626370784-054,country_paper
卡塔尔,10.29117/quarfe.2021.0200,country_paper
卡塔尔,10.5339/qfarf.2013.eesp-040,country_paper
卡塔尔,10.14505//jemt.v12.2(50).29,country_paper
卡塔尔,10.3389/fspor.2024.1388123,country_paper
卡塔尔,10.5040/9781472553706.ch-007,country_paper
卡塔尔,10.1515/9781626370784-031,country_paper
卡塔尔,10.12816/0026075,country_paper
卡塔尔,10.5040/9781472553706.ch-003,country_paper
卡塔尔,10.5339/qfarf.2010.cso8,country_paper
卡塔尔,10.5040/9781472553706.ch-006,country_paper
卡塔尔,10.1515/9781626370784-046,country_paper
卡塔尔,10.5339/qfarf.2013.eep-036,country_paper
卡塔尔,10.34190/ictr.7.1.2208,country_paper
卡塔尔,10.3390/ijms242216361,country_paper
卡塔尔,10.1515/9781626370784-011,country_paper
卡塔尔,10.1177/1470357218775005,country_paper
卡塔尔,10.1108/jtf-12-2014-0024,country_paper
卡塔尔,10.1515/9781626370784-005,country_paper
卡塔尔,10.5040/9781472553706.ch-004,country_paper
卡塔尔,10.1515/9781626370784-034,country_paper
卡塔尔,10.1163/2213-2996_flg_com_158145,country_paper
卡塔尔,10.1515/9781626370784-049,country_paper
卡塔尔,10.1080/14775085.2015.1133316,country_paper
卡塔尔,10.1515/9781626370784-012,country_paper
卡塔尔,10.5040/9781472553706,country_paper
卡塔尔,10.21474/ijar01/12464,country_paper
卡塔尔,10.1515/9781626370784-026,country_paper
卡塔尔,10.2523/iptc-13270-ms,country_paper
卡塔尔,10.5339/qfarf.2012.ahp35,country_paper
卡塔尔,10.2523/13270-ms,country_paper
卡塔尔,10.63939/jsms.2025-vol8.n29.10-32,country_paper
卡塔尔,10.1016/j.gecco.2025.e03985,country_paper
卡塔尔,10.1093/tse/tdaf053,country_paper
卡塔尔,10.1080/14775085.2022.2097942,country_paper
卡塔尔,10.30892/gtg.454spl09-980,country_paper
卡塔尔,10.5040/9781472553706.ch-005,country_paper
卡塔尔,10.5339/qfarf.2013.biop-0189,country_paper
卡塔尔,10.21474/ijar01/10316,country_paper
阿曼,10.7765/9781526149107.00014,country_paper
伊朗,10.4324/9780429302732-11,country_paper
阿曼,10.1007/978-981-15-6058-3_7,country_paper
阿曼,10.4324/9781351061704-6,country_paper
阿曼,10.1163/2405-447x_loro_com_110028,country_paper
埃及,10.7765/9781526149107.00018,country_paper
卡塔尔,10.7765/9781526149107.00015,country_paper
英国,10.1016/0301-4215(92)90144-q,country_paper
阿联酋,10.1080/00263206.2012.731784,country_paper
美国,10.1057/9781137325747.0007,country_paper
阿联酋,10.1079/9781786394286.0001,country_paper
法国,10.1016/j.tourman.2018.06.019,country_paper
阿联酋,10.4324/9781003310624-13,country_paper
阿联酋,10.1002/jtr.557,country_paper
阿联酋,10.1080/13683500.2012.754411,country_paper
阿联酋,10.1080/10548408.2011.611743,country_paper
阿联酋,10.1079/9781780644585.0149,country_paper
法国,10.70675/f6f0e8cfz6a7dz4f22zb849z5d782adaffd1,country_paper
摩洛哥,10.1108/tr-07-2025-0768,country_paper
埃及,10.21608/jaauth.2025.377760.1678,country_paper
黎巴嫩,10.1515/9789400604377-009,country_paper
中国,10.1108/17506181111156925,country_paper
埃及,10.21608/jaauth.2026.503029.1784,country_paper
卡塔尔,10.1515/mmcks-2017-0013,country_paper
摩洛哥,10.1080/10941665.2013.866579,country_paper
沙特阿拉伯,10.20473/jhi.v16i2.41698,country_paper
沙特阿拉伯,10.47467/reslaj.v7i8.8264,country_paper
中国,10.32674/jis.v6i3.350,country_paper
西班牙,10.59287/nfshas.859,country_paper
中国,10.1016/j.jdmm.2021.100609,country_paper
埃及,10.21608/jaauth.2019.76478,country_paper
埃及,10.1038/nmiddleeast.2018.93,country_paper
黎巴嫩,10.1038/nmiddleeast.2017.130,country_paper
苏丹,10.1038/nmiddleeast.2017.149,country_paper
埃及,10.1038/nmiddleeast.2016.197,country_paper
巴林,10.5040/9798400686573.ch.003,country_paper
阿曼,10.5040/9798400686573.ch.014,country_paper
约旦,10.1017/s0020743800033250,country_paper
突尼斯,10.5040/9798400686573.ch.019,country_paper
约旦,10.3751/79.1.308,country_paper
卡塔尔,10.5040/9798400686573.ch.016,country_paper
也门,10.5040/9798400686573.ch.022,country_paper
黎巴嫩,10.1111/mepo.12405,country_paper
约旦,10.5040/9798400686573.ch.009,country_paper
土耳其,10.1111/mepo.12705,country_paper
土耳其,10.1080/19436149.2022.2135364,country_paper
黎巴嫩,10.46692/9781847427809.011,country_paper
突尼斯,10.3751/75.1.14,country_paper
阿尔及利亚,10.2307/3013349,country_paper
埃及,10.5040/9798400686573.ch.005,country_paper
叙利亚,10.5040/9798400686573.ch.018,country_paper
黎巴嫩,10.5040/9798400686573.ch.011,country_paper
摩洛哥,10.5040/9798400686573.ch.013,country_paper
叙利亚,10.1111/mepo.12522,country_paper
约旦,10.3751/76.3.30,country_paper
阿尔及利亚,10.5040/9798400686573.ch.002,country_paper
沙特阿拉伯,10.5040/9798400686573.ch.017,country_paper
伊朗,10.1080/19436149.2026.2614114,country_paper
埃及,10.4324/9781003044604-27,country_paper
约旦,10.1017/s0020743800060700,country_paper
埃及,10.21832/9781845416157-006,country_paper
突尼斯,10.2307/jj.22730609.13,country_paper
突尼斯,10.21832/9781845416157-011,country_paper
阿曼,10.21608/jaauth.2022.131100.1343,country_paper
埃及,10.21608/jaauth.2014.57542,country_paper
阿曼,10.21832/9781845416157-005,country_paper
沙特阿拉伯,10.2307/jj.22730609.6,country_paper
约旦,10.5749/9780816666560-006,country_paper
埃及,10.21608/jaauth.2021.58545.1121,country_paper
埃及,10.21608/jaauth.2017.48140,country_paper
埃及,10.21608/jaauth.2026.492926.1770,country_paper
埃及,10.21608/jaauth.2022.100690.1253,country_paper
巴勒斯坦,10.64903/1480-6800-27.3-4.205,country_paper
埃及,10.21608/jaauth.2023.219410.1479,country_paper
埃及,10.21608/jaauth.2022.123253.1305,country_paper
沙特阿拉伯,10.21832/9781845416157-004,country_paper
阿联酋,10.2307/jj.22730609.10,country_paper
埃及,10.21608/jaauth.2020.43059.1072,country_paper
卡塔尔,10.64903/1480-6800.20.1.42,country_paper
埃及,10.21608/jaauth.2014.57567,country_paper
阿曼,10.2307/jj.22730609.19,country_paper
约旦,10.4324/9780203043981-20,country_paper
沙特阿拉伯,10.1007/978-1-349-63443-9_8,country_paper
英国,10.21511/tt.3(1).2020.01,country_paper
摩洛哥,10.4337/9781784718602.00020,country_paper
中国,10.1057/pb.2014.28,country_paper
沙特阿拉伯,10.1002/jtr.825,country_paper
阿曼,10.1016/j.tmp.2017.07.016,country_paper
沙特阿拉伯,10.1016/j.jhtm.2016.01.008,country_paper
沙特阿拉伯,10.22271/27069583.2025.v7.i1b.128,country_paper
沙特阿拉伯,10.64628/ab.dhxky39vj,country_paper
沙特阿拉伯,10.3727/108354212x13473157390849,country_paper
沙特阿拉伯,10.21832/9781845410520-012,country_paper
沙特阿拉伯,10.4018/978-1-5225-2796-1.ch010,country_paper
沙特阿拉伯,10.4018/978-1-7998-3435-9.ch007,country_paper
沙特阿拉伯,10.33423/jsis.v18i3.6496,country_paper
沙特阿拉伯,10.1108/tr-11-2018-0155,country_paper
沙特阿拉伯,10.24247/ijmperdoct202066,country_paper
摩洛哥,10.1079/9781845932251.0078,country_paper
沙特阿拉伯,10.11113/ijibs.v19.150,country_paper
巴勒斯坦,10.4324/9781315770345-7,country_paper
摩洛哥,10.1079/9781845932251.0035,country_paper
巴勒斯坦,10.1007/978-981-19-9677-1_8,country_paper
摩洛哥,10.1079/9781845932251.0015,country_paper
摩洛哥,10.1079/9781789241129.0096,country_paper
英国,10.1163/9789047409823_003,country_paper
摩洛哥,10.1079/9781780645230.0103,country_paper
英国,10.5040/9798216183396.ch-005,country_paper
摩洛哥,10.1079/9781845932251.0184,country_paper
埃及,10.1093/acrefore/9780190228637.013.694,country_paper
中国,10.1057/9781137318503.0014,country_paper
埃及,10.1163/2451-9537_cmrii_com_28510,country_paper
伊朗,10.1079/tourism.2024.0036,country_paper
中国,10.1108/s2042-1443(2010)0000002011,country_paper
沙特阿拉伯,10.21786/bbrc/14.4.88,country_paper
沙特阿拉伯,10.1163/9789004513174_002,country_paper
沙特阿拉伯,10.1163/9789004181298_emp_sim_00319,country_paper
沙特阿拉伯,10.1163/2213-2139_emp_sim_00319,country_paper
沙特阿拉伯,10.7560/776203-007,country_paper
沙特阿拉伯,10.1515/9781399520737-014,country_paper
沙特阿拉伯,10.1163/9789004513174_012,country_paper
沙特阿拉伯,10.2307/j.ctv19fvzqz.10,country_paper
沙特阿拉伯,10.1163/9789004513174_011,country_paper
沙特阿拉伯,10.1017/cbo9781139343794.011,country_paper
沙特阿拉伯,10.1515/9780691225142-008,country_paper
沙特阿拉伯,10.1163/9789004513174_019,country_paper
沙特阿拉伯,10.58837/chula.rarebook.2696,country_paper
沙特阿拉伯,10.4324/9781315597089-5,country_paper
沙特阿拉伯,10.4324/9781315597089-2,country_paper
沙特阿拉伯,10.1515/9781399520737-013,country_paper
沙特阿拉伯,10.64628/aai.jvnrafdpv,country_paper
沙特阿拉伯,10.1136/bmj.1.1791.948,country_paper
沙特阿拉伯,10.33612/diss.132290623,country_paper
沙特阿拉伯,10.1017/cbo9781139034548.015,country_paper
沙特阿拉伯,10.1017/cbo9780511686993.003,country_paper
沙特阿拉伯,10.64628/ab.3fggue47t,country_paper
沙特阿拉伯,10.1016/s0140-6736(00)90190-9,country_paper
沙特阿拉伯,10.1016/s0140-6736(01)09478-8,country_paper
沙特阿拉伯,10.1163/9789004513174_018,country_paper
沙特阿拉伯,10.1515/9781399520737-011,country_paper
沙特阿拉伯,10.1136/bmj.1.3720.766,country_paper
沙特阿拉伯,10.22452/muqaddimah.vol7no1.4,country_paper
沙特阿拉伯,10.1136/bmj.2.3650.1052,country_paper
沙特阿拉伯,10.1163/9789004513174,country_paper
沙特阿拉伯,10.1515/9781399520737-016,country_paper
沙特阿拉伯,10.4324/9781003110903-10,country_paper
沙特阿拉伯,10.64628/aaj.ta5k3d439,country_paper
沙特阿拉伯,10.5040/9781350084452.0016,country_paper
沙特阿拉伯,10.1038/scientificamerican10251902-22415csupp,country_paper
中国,10.1007/978-981-99-5009-6_10166,country_paper
中国,10.21608/jsh.2024.360574,country_paper
中国,10.1080/19388160802711402,country_paper
中国,10.1080/19388160.2013.784169,country_paper
阿尔及利亚,10.1038/nmiddleeast.2013.145,country_paper
英国,10.23943/princeton/9780691181899.003.0007,country_paper
阿尔及利亚,10.1038/nmiddleeast.2011.74,country_paper
叙利亚,10.1525/california/9780520286931.003.0017,country_paper
巴林,10.2307/3013143,country_paper
苏丹,10.2307/3013177,country_paper
阿尔及利亚,10.2307/3013364,country_paper
埃及,10.2307/3013301,country_paper
苏丹,10.1038/nmiddleeast.2016.129,country_paper
叙利亚,10.1038/nmiddleeast.2013.129,country_paper
摩洛哥,10.2307/1559304,country_paper
土耳其,10.1007/978-981-19-5763-5_17,country_paper
阿尔及利亚,10.1163/ejb9789004249028.b03226,country_paper
埃及,10.2307/1520214,country_paper
阿尔及利亚,10.1163/9789004249028.b03226,country_paper
阿尔及利亚,10.1163/9789004249028.umeob03226,country_paper
也门,10.2307/3012150,country_paper
埃及,10.21608/jaauth.2021.66488.1149,country_paper
利比亚,10.18356/9789211545029c011,country_paper
伊拉克,10.18356/9789211545029c010,country_paper
埃及,10.21608/jaauth.2022.130834.1339,country_paper
阿尔及利亚,10.1057/9780230359505_3,country_paper
英国,10.30525/978-9934-26-646-1-13,country_paper
埃及,10.21608/jaauth.2020.40875.1069,country_paper
英国,10.36059/978-966-397-585-6-26,country_paper
也门,10.4324/9781003344414-9,country_paper
阿尔及利亚,10.2307/3012962,country_paper
埃及,10.2307/3013295,country_paper
叙利亚,10.1111/mepo.12251,country_paper
中国,10.4324/9781003048404-34,country_paper
巴林,10.1017/rms.2018.17,country_paper
也门,10.1163/18763375-20251530,country_paper
土耳其,10.4324/9781003295839-13,country_paper
伊朗,10.1007/978-981-19-5763-5_12,country_paper
埃及,10.21608/jaauth.2018.47955,country_paper
英国,10.30958/ajt.9-1-1,country_paper
埃及,10.21608/jaauth.2021.74278.1171,country_paper
中国,10.1007/978-981-19-1661-8_1,country_paper
中国,10.1016/j.jdmm.2016.09.007,country_paper
沙特阿拉伯,10.36348/sjbms.2020.v05i10.002,country_paper
阿联酋,10.64903/1480-6800-26.2.142,country_paper
埃及,10.2307/jj.22730609.16,country_paper
埃及,10.21832/9781845416157-014,country_paper
中国,10.4197/comm.2-2.6,country_paper
中国,10.1515/caas-2023-030202,country_paper
埃及,10.21608/jaauth.2025.439168.1718,country_paper
埃及,10.21608/jaauth.2025.381802.1680,country_paper
中国,10.1515/caas-2024-2010,country_paper
埃及,10.21608/ijhth.2021.204192,country_paper
埃及,10.4324/9781315829074-1,country_paper
中国,10.1177/1468797617737998,country_paper
中国,10.1515/caas-2025-2003,country_paper
也门,10.4324/9780203168042-65,country_paper
美国,10.1201/b19856-18,country_paper
中国,10.1201/b19856-9,country_paper
中国,10.1201/b19856-8,country_paper
沙特阿拉伯,10.5367/000000004323142443,country_paper
中国,10.1201/b19856-31,country_paper
中国,10.4324/9781003121329-6,country_paper
中国,10.4324/9781003121329-5,country_paper
法国,10.1002/9781394306329.ch7,country_paper
中国,10.4324/9781003121329-3,country_paper
中国,10.4324/9781315188317-4,country_paper
中国,10.1300/j073v20n03_12,country_paper
中国,10.1080/10548400802156810,country_paper
中国,10.4324/9780203048436-24,country_paper
中国,10.1787/888932990121,country_paper
土耳其,10.1787/888932989551,country_paper
法国,10.1787/888932986891,country_paper
埃及,10.1787/888932990349,country_paper
阿联酋,10.4324/9780080878904-17,country_paper
阿联酋,10.1016/s1572-560x(08)00410-1,country_paper
阿联酋,10.26493/2335-4194.14.165-174,country_paper
阿联酋,10.2307/j.ctv36xw2mn.21,country_paper
阿联酋,10.1109/ngct.2016.7877385,country_paper
中国,10.35678/2539-5645.5(36).2022.42-54,country_paper
中国,10.1007/978-981-96-1820-0_8,country_paper
阿联酋,10.1159/000502175,country_paper
阿联酋,10.17758/uruae1.uh0518210,country_paper
阿联酋,10.4172/2324-8807.1000184,country_paper
中国,10.18778/0867-5856.34.1.10,country_paper
阿联酋,10.37383/sbj14021902,country_paper
中国,10.5814/j.issn.1674-764x.2023.02.009,country_paper
阿联酋,10.1159/000518780,country_paper
阿联酋,10.1515/9789048527014-012,country_paper
阿联酋,10.5539/jsd.v8n9p147,country_paper
中国,10.3390/su12041658,country_paper
阿联酋,10.1159/000526819,country_paper
中国,10.6007/ijarems/v13-i2/20949,country_paper
中国,10.17265/2328-2169/2020.01.002,country_paper
阿联酋,10.2139/ssrn.3401811,country_paper
阿联酋,10.18502/dmj.v8i1.18316,country_paper
英国,10.22202/economica.2020.v9.i2.4553,country_paper
中国,10.1007/978-981-96-1820-0_13,country_paper
中国,10.1007/978-981-96-1820-0_9,country_paper
阿联酋,10.55277/researchhub.ufbypkra.1,country_paper
阿联酋,10.15415/jmrh.2016.31006,country_paper
中国,10.4108/eai.17-6-2022.2322613,country_paper
阿联酋,10.26643/rb.v118i10.9326,country_paper
中国,10.21203/rs.3.rs-3465411/v1,country_paper
阿联酋,10.55277/researchhub.3pgaq646,country_paper
阿联酋,10.55277/researchhub.vhkblvl5,country_paper
阿联酋,10.55277/researchhub.zkl6goib,country_paper
阿联酋,10.55277/researchhub.0cs4rdes,country_paper
法国,10.21608/aakj.2025.429364.2248,country_paper
阿联酋,10.1109/icsc56524.2022.10009235,country_paper
中国,10.1016/j.heliyon.2024.e29820,country_paper
阿联酋,10.55277/researchhub.esfoonxi,country_paper
阿联酋,10.3390/su142215042,country_paper
中国,10.4028/www.scientific.net/amm.361-363.21,country_paper
阿联酋,10.3390/antibiotics13100967,country_paper
美国,10.52783/anuval.720,country_paper
阿联酋,10.1515/9783035602760.188,country_paper
阿联酋,10.5040/9781350989320.ch-001,country_paper
中国,10.2139/ssrn.4494378,country_paper
中国,10.1080/19388160802313787,country_paper
中国,10.1080/19388160.2011.627020,country_paper
中国,10.1080/19388160.2011.627000,country_paper
中国,10.1080/19388160.2011.627015,country_paper
中国,10.1080/19388160.2012.704248,country_paper
中国,10.1080/19388160.2011.576937,country_paper
中国,10.12677/jc.2024.126211,country_paper
中国,10.1080/19388160903149965,country_paper
中国,10.1080/19388160.2012.704235,country_paper
中国,10.12677/wer.2025.146094,country_paper
法国,10.1080/19388160903152779,country_paper
中国,10.12677/jlce.2020.92014,country_paper
中国,10.18306/j.issn.1007-6301.2022.5.dlkxjz202205009,country_paper
中国,10.1080/19388160.2011.627009,country_paper
法国,10.1177/1468797617723472,country_paper
埃及,10.2307/3245432,country_paper
中国,10.1080/14766825.2015.1113981,country_paper
中国,10.1515/9781501766947-011,country_paper
法国,10.4324/9780080517285-20,country_paper
英国,10.1177/0022022117753546,country_paper
法国,10.1177/1748048510393656,country_paper
卡塔尔,10.56334/sei/8.4.40,country_paper
法国,10.17918/etd-7757,country_paper
卡塔尔,10.30612/rmufgd.v13i25.15989,country_paper
埃及,10.35516/0103-044-986-021,country_paper
卡塔尔,10.1177/1742766516676208,country_paper
伊朗,10.61710/2agnnp63,country_paper
叙利亚,10.54529/2325-006-001-016,country_paper
利比亚,10.1080/19436149.2015.1050784,country_paper
利比亚,10.1386/jammr.9.1.119_1,country_paper
卡塔尔,10.4324/9781315636092-2,country_paper
埃及,10.1386/jammr.5.1.19_1,country_paper
伊朗,10.33086/jic.v6i2.6537,country_paper
埃及,10.35516/0103-045-004-018,country_paper
伊朗,10.1386/ajms.2.3.417_1,country_paper
伊拉克,10.18630/kaall.2008.12.2.011,country_paper
阿曼,10.63132/ati.2025.mediac.41736457,country_paper
伊朗,10.2139/ssrn.5150761,country_paper
伊拉克,10.1177/1742766506069587,country_paper
英国,10.1080/17405904.2024.2328626,country_paper
也门,10.1163/2210-7975_hrd-1323-20180426,country_paper
美国,10.3726/978-3-0353-0657-6/13,country_paper
中国,10.1016/j.tourman.2023.104843,country_paper
摩洛哥,10.12677/ass.2017.61003,country_paper
摩洛哥,10.12677/sd.2026.162056,country_paper
中国,10.12677/gser.2012.11001,country_paper
中国,10.12677/ecl.2025.14124160,country_paper
约旦,10.5040/9781628927818.ch-009,country_paper
叙利亚,10.4135/9781412972048.n615,country_paper
埃及,10.23912/9781910158814-3432,country_paper
阿曼,10.3390/journalmedia7010006,country_paper
埃及,10.21608/jaauth.2023.187218.1418,country_paper
埃及,10.1057/978-1-137-58141-9_10,country_paper
埃及,10.21608/jaauth.2020.27638.1006,country_paper
伊拉克,10.4324/9780429427084-14,country_paper
埃及,10.4324/9780429427084-10,country_paper
沙特阿拉伯,10.12794/metadc2179293,country_paper
美国,10.5040/9781350988057.ch-006,country_paper
利比亚,10.4324/9780429427084-24,country_paper
中国,10.2139/ssrn.5371896,country_paper
美国,10.1016/j.jdmm.2017.02.001,country_paper
法国,10.4337/9781800371415.00008,country_paper
阿尔及利亚,10.4324/9780429427084-4,country_paper
巴勒斯坦,10.70190/jq.i68.p111,country_paper
中国,10.1080/10286632.2026.2636116,country_paper
法国,10.65701/q9m2g5d8x1,country_paper
摩洛哥,10.1117/12.3065242,country_paper
中国,10.2139/ssrn.5412124,country_paper
英国,10.63485/p9k9m-4jp75,country_paper
美国,10.22541/au.168323192.20543041/v1,country_paper
阿曼,10.1080/17501229.2026.2669321,country_paper
中国,10.55277/researchhub.mtz7929s,country_paper
阿曼,10.1007/s43681-026-01129-9,country_paper
摩洛哥,10.1007/s43681-024-00521-7,country_paper
美国,10.1016/b978-0-443-33124-4.00012-6,country_paper
土耳其,10.4324/9781003293019-10,country_paper
美国,10.3233/sw-200422,country_paper
阿尔及利亚,10.1016/j.daach.2026.e00546,country_paper
美国,arxiv/2309.16635v1,country_paper
中国,arxiv/2309.02136v1,country_paper
美国,arxiv/1207.3422v1,country_paper
中国,arxiv/2111.07555v1,country_paper
中国,10.52202/080424-0021,country_paper
中国,10.4324/9781003362500-3,country_paper
中国,10.5040/9781350223967.ch-002,country_paper
中国,10.2307/j.ctv22jnkvz.8,country_paper
中国,10.1007/978-981-10-3398-8_3,country_paper
中国,10.1007/978-3-319-29549-7_9,country_paper
中国,10.4324/9780203835791-10,country_paper
中国,10.4324/9780203122099-11,country_paper
中国,10.4324/9781003218753-4,country_paper
中国,10.5040/9781350223295.ch-002,country_paper
中国,10.1177/0009445517696632,country_paper
中国,10.1080/10286632.2019.1709058,country_paper
伊朗,10.3366/edinburgh/9781399517454.003.0005,country_paper
中国,10.1007/978-981-10-3398-8_5,country_paper
中国,10.5040/9781350221406.ch-013,country_paper
中国,10.4324/9780429320224-3,country_paper
中国,10.1007/978-981-10-3398-8_2,country_paper
中国,10.2307/jj.20523047.12,country_paper
中国,10.1080/10286632.2014.1002487,country_paper
苏丹,10.1163/2210-7975_hrd-0128-20180061,country_paper
中国,10.13128/cambio-8510,country_paper
中国,10.1007/978-981-10-4175-4_21,country_paper
中国,10.1007/978-981-10-3398-8_4,country_paper
中国,10.1007/978-981-10-3398-8_9,country_paper
中国,10.1007/978-981-10-7533-9_3,country_paper
中国,10.4324/9781003218753-3,country_paper
中国,10.18778/1641-4233.22.03,country_paper
中国,10.1007/978-981-10-3398-8_6,country_paper
中国,10.1080/10286632.2020.1845322,country_paper
中国,10.1007/978-981-10-3398-8_7,country_paper
中国,10.4324/9781315725437-54,country_paper
中国,10.1080/10286630903134300,country_paper
中国,10.1177/2059436416662037,country_paper
中国,10.2139/ssrn.6287039,country_paper
中国,10.4324/9781351203470-9,country_paper
中国,10.4324/9781351203470-10,country_paper
中国,10.1080/23311983.2023.2178585,country_paper
中国,10.1057/9780230116375_1,country_paper
中国,10.7312/bayk19544-009,country_paper
中国,10.4324/9780429320538-1,country_paper
中国,10.1177/2059436419849724,country_paper
中国,10.7312/bayk19544-011,country_paper
中国,10.1007/978-981-99-0714-4_16,country_paper
中国,10.17265/2159-5836/2018.05.006,country_paper
美国,10.1163/ej.9789004176911.i-380.85,country_paper
埃及,10.1057/s41254-026-00439-3,country_paper
美国,10.1163/ej.9789004176911.i-380.75,country_paper
中国,10.1080/10286632.2025.2599799,country_paper
英国,10.33402/ukr.2023-38-153-170,country_paper
中国,10.2139/ssrn.3033197,country_paper
中国,10.1080/10286632.2022.2141718,country_paper
中国,10.5040/9781666989007.ch-14,country_paper
阿曼,10.1007/978-3-032-08673-0_14,country_paper
中国,10.1079/tourism.2022.0005,country_paper
阿曼,10.47467/reslaj.v8i5.11916,country_paper
中国,10.3727/108354218x15391984820558,country_paper
中国,10.35820/jmcs.24.2.9,country_paper
中国,10.1080/19388160.2012.703923,country_paper
中国,10.4324/9781003412380-8,country_paper
美国,10.1080/09592296.2012.651965,country_paper
中国,10.64628/ab.xatks6nqw,country_paper
英国,10.1080/09548963.2013.819662,country_paper
摩洛哥,10.3390/tourhosp7020041,country_paper
摩洛哥,10.1080/19407963.2010.512207,country_paper
摩洛哥,10.1080/19407963.2018.1556855,country_paper
英国,10.21832/9781845410452-019,country_paper
中国,10.1080/14766825.2013.767999,country_paper
摩洛哥,10.16937/jcp.28.2.201408.154,country_paper
中国,10.1080/19407963.2010.512204,country_paper
中国,10.3727/108354212x13412775928140,country_paper
摩洛哥,10.1080/10286632.2012.743531,country_paper
埃及,10.21608/ijtah.2023.186263.1045,country_paper
法国,10.31336/jtlr.2020.11.32.11.407,country_paper
中国,10.2196/preprints.46589,country_paper
美国,10.20414/juwita.v1i2.5525,country_paper
中国,10.2139/ssrn.6957401,country_paper
中国,10.2139/ssrn.7038810,country_paper
中国,10.1111/risa.70241,country_paper
中国,10.2139/ssrn.4696514,country_paper
摩洛哥,10.22556/jctc.2025.11.4.111,country_paper
英国,10.21070/2020/978-623-6833-19-3,country_paper
中国,10.1080/10286632.2022.2059075,country_paper
中国,10.2307/j.ctv36xw5t6.6,country_paper
中国,10.1007/978-3-031-00852-8_3,country_paper
阿曼,10.24294/jipd.v8i9.7016,country_paper
中国,10.1007/978-981-15-5171-0_1,country_paper
中国,10.1142/9789813278905_0015,country_paper
中国,10.1515/9789629375287-012,country_paper
中国,10.18130/v3bq0n,country_paper
中国,10.5220/0010280105500554,country_paper
中国,10.51879/pijssl/060707,country_paper
中国,10.1007/978-981-16-3268-6_6,country_paper
突尼斯,10.3727/108354220x16072745285710,country_paper
摩洛哥,10.1080/19407963.2018.1556674,country_paper
中国,10.4324/9780203820346-19,country_paper
中国,10.1080/19388160.2020.1733337,country_paper
中国,10.4324/9781003243984-1,country_paper
法国,10.52255/smarttourism.2021.1.4.4,country_paper
法国,10.52255/smarttourism.2022.2.3.4,country_paper
法国,10.2478/9788395793806-003,country_paper
法国,10.22373/sanger.v2i1.5688,country_paper
法国,10.1002/jtr.2437,country_paper
沙特阿拉伯,10.34218/ijtr_03_01_002,country_paper
法国,10.1007/978-981-97-1552-7_52,country_paper
法国,10.1109/wincom65874.2025.11313467,country_paper
卡塔尔,10.1177/27652157261444321,country_paper
法国,10.21298/ijthr.2021.3.35.3.57,country_paper
埃及,10.21608/pijth.2022.262065,country_paper
中国,10.4108/eai.3-11-2023.2342220,country_paper
中国,10.1177/13548166231206241,country_paper
中国,10.1177/13548166251394428,country_paper
中国,10.2991/978-94-6463-636-9_10,country_paper
中国,10.1080/19388160.2026.2680931,country_paper
中国,10.4108/eai.6-1-2023.2330359,country_paper
科威特,10.4324/9781315776576-7,country_paper
科威特,10.4324/9781315776576-12,country_paper
中国,10.38142/jtep.v3i4.866,country_paper
中国,10.1108/tr-07-2023-0468,country_paper
中国,10.20288/jcs.2023.26.3.1,country_paper
中国,10.1016/j.jdec.2023.12.002,country_paper
中国,10.4337/9781803926902.00024,country_paper
中国,10.1080/13683500.2024.2386156,country_paper
卡塔尔,10.1080/02508281.2014.11081329,country_paper
巴林,10.4324/9781315776576-6,country_paper
美国,10.11594/nstp.2023.3374,country_paper
中国,10.1007/978-3-030-36342-0_3,country_paper
中国,10.1007/s40558-023-00270-z,country_paper
中国,10.1016/j.jhtm.2023.08.015,country_paper
中国,10.18306/dlkxjz.2024.10.001,country_paper
中国,10.4108/eai.24-5-2024.2350132,country_paper
中国,10.1016/j.tourman.2020.104151,country_paper
沙特阿拉伯,10.4324/9781315776576-14,country_paper
中国,10.2139/ssrn.5433809,country_paper
中国,10.1080/13683500.2025.2555501,country_paper
中国,10.4324/9781003610625-16,country_paper
中国,10.20944/preprints202312.1979.v1,country_paper
中国,10.21203/rs.3.rs-8245417/v1,country_paper
